12.1957216263|-69.0468597412|10.0000000000|&USER|
12.1957216263|-69.0468597412|10.0000000000|[Start Location]|
12.1945724487|-69.0473785400|12.0000000000|Sea horses|
12.1950092316|-69.0461425781|31.0000000000|Shipwreck|
12.1974716187|-69.0473175049|0.0000000000|Cool boat|
15.0000000000|15.0000000000|0.0000000000|Filler|
16.0000000000|16.0000000000|0.0000000000|Filler|
17.0000000000|17.0000000000|0.0000000000|Filler|
18.0000000000|18.0000000000|0.0000000000|Filler|
19.0000000000|19.0000000000|0.0000000000|Filler|
20.0000000000|20.0000000000|0.0000000000|Filler|
21.0000000000|21.0000000000|0.0000000000|Filler|
22.0000000000|22.0000000000|0.0000000000|Filler|
23.0000000000|23.0000000000|0.0000000000|Filler|
24.0000000000|24.0000000000|0.0000000000|Filler|
25.0000000000|25.0000000000|0.0000000000|Filler|
26.0000000000|26.0000000000|0.0000000000|Filler|
27.0000000000|27.0000000000|0.0000000000|Filler|
28.0000000000|28.0000000000|0.0000000000|Filler|
29.0000000000|29.0000000000|0.0000000000|Filler|
30.0000000000|30.0000000000|0.0000000000|Filler|
31.0000000000|31.0000000000|0.0000000000|Filler|
32.0000000000|32.0000000000|0.0000000000|Filler|
33.0000000000|33.0000000000|0.0000000000|Filler|
34.0000000000|34.0000000000|0.0000000000|Filler|
35.0000000000|35.0000000000|0.0000000000|Filler|
36.0000000000|36.0000000000|0.0000000000|Filler|
37.0000000000|37.0000000000|0.0000000000|Filler|
38.0000000000|38.0000000000|0.0000000000|Filler|
39.0000000000|39.0000000000|0.0000000000|Filler|
40.0000000000|40.0000000000|0.0000000000|Filler|
41.0000000000|41.0000000000|0.0000000000|Filler|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
404.0000000000|404.0000000000|-1.0000000000|None|
